id;event_name;la_event_type_cat;tickets_purchased_qty;delivery_type_cd;event_dt;sales_platform_cd
4030;Fast Lane Voucher: Sts9 - this is not a concert ticket;UPSELL;1;TicketFast;2012-10-25;www.livenation.com
4031;Premier Parking: Aerosmith/motley Crue;PARKING;1;TicketFast;2006-10-13;NULL
4032;Premier Parking : tom petty and the heartbreakers, trey anastasio;PARKING;1;TicketFast;2007-01-31;NULL
4033;Warner Building Pmi Garage - Premier Parking;PARKING;1;Mail;2012-12-15;www.livenation.com
4034;Jiffy Lube Live Premier Parking: Luke Bryan;PARKING;1;TicketFast;2013-05-18;www.concerts.livenation.com
4035;Gorge Amphitheatre Premier Parking-sasquatch! Music Festival;PARKING;1;TicketFast;2007-05-26;NULL
4036;Beyonce - the formation world tour;CONCERTS;4;eTicket;2016-06-10;iphone.ticketmaster.us
4037;Tabernacle Parking: Dave Chappelle;PARKING;1;TicketFast;2006-06-17;NULL
4038;Sleeping Beauty;FAMILY;1;eTicket;2015-07-21;www.concerts.livenation.com
4039;Kroq Presents Iration - hotting up tour;CONCERTS;1;eTicket;2015-11-14;mobile.livenation.us
4040;Eric Prydz Presents Epic 4.0;CONCERTS;1;TicketFast;2016-02-27;www.ticketmaster.com
4041;Dion And Ronnie Spector;CONCERTS;1;eTicket;2016-04-09;www.ticketmaster.com
4042;Murat Centre Parking : elmo makes music;PARKING;1;Mail;2008-03-29;NULL
4043;Montalvo Parking: Boz Scaggs;PARKING;1;TicketFast;2010-06-09;NULL
4044;Premier Parking: Il Divo;PARKING;1;TicketFast;2006-06-16;NULL
4045;Parking : cats;PARKING;1;Mail;2007-03-25;NULL
4046;Maroon 5 premier parking;PARKING;2;Mail;2013-08-26;www.concerts.livenation.com
4047;Fast Lane Access - unity tour 2011: 311 & sublime with rome;UPSELL;2;UPS;2011-08-20;NULL
4048;Dave Matthews Band;CONCERTS;2;Mail;2015-07-31;www.concerts.livenation.com
4049;Kevin Hart: What Now Tour;ARTS;2;eTicket;2015-07-09;www.ticketmaster.com
4050;Old National Centre Meal Deal: Shinedown;UPSELL;2;TicketFast;2012-04-10;NULL
4051;The Kooks;CONCERTS;1;BWC;2015-04-26;www.concerts.livenation.com
4052;Tabernacle Parking: The Script;PARKING;1;TicketFast;2012-11-03;www.livenation.com
4053;Dave Matthews Band - 3 day lawn bundle offer;CONCERTS;1;ISPU;2015-09-06;iphone.ticketmaster.us
4054;Chicago And Earth, Wind & fire - heart and soul tour 2.0;CONCERTS;2;Mail;2016-03-31;www.ticketmaster.com
4055;Tabernacle Parking: Jackson Browne;PARKING;1;TicketFast;2008-10-27;NULL
4056;Verizon Wireless Music Ctr. Birmingham Premier Parking;PARKING;1;TicketFast;2006-07-29;NULL
4057;Gorge 1 day camping - sunday 9/2 only!;INVALID;1;TicketFast;2007-09-02;NULL
4058;Chicago And Earth, Wind & fire - heart and soul tour 2.0;CONCERTS;2;Mail;2016-04-18;www.ticketmaster.com
4059;The Gorge Premier Parking - sasquatch fest may 25;PARKING;1;ISPU;2009-05-25;NULL
4060;Crosby Stills Nash Young: Jones Beach Theater Premier Parking;PARKING;1;Mail;2006-08-23;NULL
4061;Steely Dan: The Most Unforgettable Night Of Whatever;CONCERTS;2;eTicket;2015-10-17;iphone.ticketmaster.us
4062;Zac Brown Band: Fast Lane Access;UPSELL;2;TicketFast;2013-10-28;www.concerts.livenation.com
4063;The Tenors: Under One Sky Tour;ARTS;2;Mail;2015-10-02;www.ticketmaster.ca
4064;Black Sabbath: The End;CONCERTS;2;BWC;2016-01-27;www.ticketmaster.ca
4065;Monster Energy Outbreak Tour Presents: Fetty Wap - welcome to the zoo;CONCERTS;2;eTicket;2016-03-18;www.concerts.livenation.com
4066;Budweiser Made In America Festival: 2 day pass (9/5/15 & 9/6/15);CONCERTS;2;TicketFast;2015-09-06;www.ticketmaster.com
4067;Gorge Camping Night Of Tom Petty & the heartbreakers;INVALID;1;Mail;2005-09-03;NULL
4068;Wrsp Premier Parking : weird al yankovic;PARKING;1;Mail;2008-07-03;NULL
4069;Dcx World Tour Mmxvi;CONCERTS;2;eTicket;2016-07-12;mobile.livenation.us
4070;Verizon Wireless Music Center Indy Vip Parking: 2011 megaticket;PARKING;2;Mail;2011-10-01;NULL
4071;Boston: 40th anniversary;CONCERTS;2;eTicket;2016-05-06;mobile.ticketmaster.us
4072;House Of Blues Pass The Line: Two Door Cinema Club;UPSELL;4;TicketFast;2013-10-16;www.concerts.livenation.com
4073;Glen Helen Pavilion Premier Parking: Rockstar Mayhem Festival;PARKING;1;TicketFast;2008-07-13;NULL
4074;Premier Parking: Journey With Heart And Cheap Trick;PARKING;1;TicketFast;2008-08-12;NULL
4075;The Weeknd: The Madness Fall Tour;CONCERTS;2;eTicket;2015-11-19;www.ticketmaster.com
4076;Lady Antebellum: Wheels Up 2015 tour with hunter hayes & sam hunt;CONCERTS;4;Mail;2015-06-26;www.concerts.livenation.com
4077;Dennis DeYoung;CONCERTS;5;Mail;2016-02-26;www.ticketmaster.com
4078;Twenty one Pilots  em?ti?nal r?adsh?w;CONCERTS;2;TicketFast;2016-07-30;iphone.ticketmaster.us
4079;Mumford & Sons;CONCERTS;2;TicketFast;2015-06-15;www.ticketmaster.com
4080;Coldplay - a head full of dreams tour;CONCERTS;2;TicketFast;2016-07-23;www.ticketmaster.com
4081;Premier Parking: James Taylor;PARKING;1;Mail;2005-07-29;NULL
4082;Tabernacle Parking: Pavement;PARKING;1;Mail;2010-09-26;NULL
4083;Kevin Hart: What Now Tour;ARTS;2;eTicket;2015-07-08;www.ticketmaster.ca
4084;House Of Blues Dinner Package: Aaron Lewis;UPSELL;1;TicketFast;2013-03-26;www.concerts.livenation.com
4085;Fast Lane: Zac Brown Band;UPSELL;3;Mail;2013-02-23;www.concerts.livenation.com
4086;Tabernacle Parking: Margaret Cho;PARKING;1;Mail;2008-06-07;NULL
4087;Premier Parking : godsmack;PARKING;1;Mail;2006-09-19;NULL
4088;Beyonce - the formation world tour;CONCERTS;3;eTicket;2016-05-09;www.ticketmaster.com
4089;Vip Parking: Toby Keith;PARKING;1;TicketFast;2010-09-18;NULL
4090;Premier Parking: Jonas Brothers;PARKING;1;TicketFast;2008-09-04;NULL
4091;John Oliver;ARTS;2;eTicket;2015-12-31;www.ticketmaster.ca
4092;Premier Parking: 3 doors down;PARKING;1;TicketFast;2005-05-04;NULL
4093;Goo Goo Dolls;CONCERTS;2;eTicket;2016-08-13;www.concerts.livenation.com
4094;Arts & crafts field trip - june 7;CONCERTS;1;TicketFast;2015-06-07;www.ticketmaster.ca
4095;Def Leppard & journey: jones beach theater premier parking;PARKING;1;Mail;2006-06-24;NULL
4096;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;1;eTicket;2015-08-01;android.ticketmaster.us
4097;Premier Parking: Radiohead;PARKING;1;Mail;2008-05-09;NULL
4098;Premier Parking : counting crows and goo goo dolls;PARKING;1;Mail;2006-07-29;NULL
4099;Nikon At Jones Beach Theater - fast lane;UPSELL;1;eTicket;2016-07-30;www.concerts.livenation.com
4100;Boys Of Zummer Tour With Fall Out Boy And Wiz Khalifa;CONCERTS;2;eTicket;2015-07-18;www.concerts.livenation.com
4101;Murat Theatre At The Old National Centrevip Parking:the Fresh Beatband;PARKING;1;Mail;2012-03-14;NULL
4102;Sting & peter gabriel: rock paper scissors;CONCERTS;2;eTicket;2016-06-24;www.concerts.livenation.com
4103;Fast Lane: Rascal Flatts W/ Sara Evans, Easton Corbin And Justin Moore;UPSELL;2;TicketFast;2011-08-20;NULL
4104;Juan Gabriel;CONCERTS;2;TicketFast;2015-12-06;www.ticketmaster.com
4105;Tabernacle Parking: Collective Soul;PARKING;1;TicketFast;2012-07-07;NULL
4106;House Of Blues Dallas Vip Parking : dave koz & jonathan butler;PARKING;1;TicketFast;2010-06-26;NULL
4107;311: Premier Parking;PARKING;1;TicketFast;2006-08-18;NULL
4108;Tabernacle Parking: Tenacious D;PARKING;1;TicketFast;2012-06-25;NULL
4109;Cricket Wireless Vip Parking: Sade;PARKING;1;Mail;2011-08-23;NULL
4110;Premier Parking : alan jackson and brooks & dunn;PARKING;1;Mail;2007-06-01;NULL
4111;Sleep Train Pavilion Concord Premier Parking;PARKING;1;TicketFast;2006-09-29;NULL
4112;Cricket Pavilion Premier Parking: Brooks & dunn w/zz top;PARKING;1;Mail;2008-08-02;NULL
4113;Glen Helen Pavilion Premier Parking: Crue Fest;PARKING;1;TicketFast;2008-08-02;NULL
4114;Crash The Barricade;UPSELL;1;Mail;2011-10-14;NULL
4115;Gorge Camping - sasquatch! festival may 22-26;INVALID;1;TicketFast;2009-05-23;NULL
4116;4th Annual Trapfest;CONCERTS;1;eTicket;2016-03-11;www.concerts.livenation.com
4117;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2007-08-10;NULL
4118;Cricket Pavilion Premier Parking: Rascal Flatts;PARKING;1;TicketFast;2006-07-13;NULL
4119;AC/DC;CONCERTS;2;TicketFast;2015-09-17;www.ticketmaster.ca
4120;Premier Parking: Dave Matthews Band;PARKING;1;TicketFast;2006-06-03;NULL
4121;Premier Parking: Kid Rock;PARKING;1;TicketFast;2008-05-03;NULL
4122;Tabernacle Parking: Lifehouse;PARKING;1;TicketFast;2008-06-25;NULL
4123;First Niagara Pavilion Vip Parking: Jimmy Buffett;PARKING;1;TicketFast;2013-07-18;www.concerts.livenation.com
4124;The Smashing Pumpkins - in plainsong;CONCERTS;2;eTicket;2016-04-06;www.ticketmaster.com
4125;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;4;eTicket;2016-08-06;www.concerts.livenation.com
4126;Mana: Latino Power Tour 2016;CONCERTS;4;TicketFast;2016-09-28;www.ticketmaster.com
4127;Crush - dallas;CONCERTS;2;eTicket;2016-02-13;mobile.livenation.us
4128;The Avett Brothers With Brett Dennen;CONCERTS;2;eTicket;2016-05-07;www.ticketmaster.com
4129;Gorge Amphitheatre Premier Parking For Tom Petty;PARKING;1;Mail;2005-09-03;NULL
4130;Coldplay - a head full of dreams tour;CONCERTS;1;TicketFast;2016-07-30;www.ticketmaster.com
4131;U2 Innocence + experience tour 2015;CONCERTS;2;TicketFast;2015-07-18;www.ticketmaster.com
4132;Verizon Wireless Premier Parking: Steely Dan;PARKING;1;Mail;2006-07-19;NULL
4133;Maroon 5;CONCERTS;6;eTicket;2016-10-11;iphone.ticketmaster.us
4134;Gorge Amph Camping: Sasquatch! Music Festival Upgrade May 23-28,2013;INVALID;1;UPS;2013-05-23;www.concerts.livenation.com
4135;Chicago And Earth, Wind & fire - heart and soul tour 2015;CONCERTS;4;eTicket;2015-07-21;www.concerts.livenation.com
4136;Cricket Wireless Vip Parking: Dave Matthews Band;PARKING;1;Mail;2009-09-12;NULL
4137;Vip Parking: Counting Crows;PARKING;1;TicketFast;2010-08-02;NULL
4138;Vip Fast Lane: Zac Brown Band;UPSELL;6;TicketFast;2010-08-12;NULL
4139;Premier Parking : pointfest;PARKING;1;TicketFast;2008-05-18;NULL
4140;Star Parking Presented By Hertz: Kube 93 summer jam-gorge amp;PARKING;1;UPS;2012-06-09;NULL
4141;The Cult, Primal Scream;CONCERTS;4;eTicket;2015-11-20;www.concerts.livenation.com
4142;Jill Scott;CONCERTS;2;eTicket;2015-12-01;www.ticketmaster.com
4143;Premier Parking: Earth Wind And Fire And Chicago;PARKING;1;TicketFast;2005-08-05;NULL
4144;Premier Parking: Steve Miller Band;PARKING;1;TicketFast;2008-05-25;NULL
4145;Weezer And Panic! At The Disco - summer tour 2016;CONCERTS;2;TicketFast;2016-07-13;www.concerts.livenation.com
4146;Premier Parking: Phil Lesh W/ The Allman Brothers;PARKING;1;Mail;2008-10-04;NULL
4147;Hertz Preferred Parking: Blake Shelton;PARKING;1;TicketFast;2013-07-19;www.concerts.livenation.com
4148;Jason Aldean: 2015 burn it down tour;CONCERTS;4;eTicket;2015-07-17;www.ticketmaster.com
4149;Cricket Pavilion Premier Parking: Sammy Hagar;PARKING;1;Mail;2006-06-04;NULL
4150;Cricket Pavilion Phx. Premier Parking;PARKING;1;UPS;2006-09-22;NULL
4151;Vans Warped Tour Presented By Journeys;CONCERTS;2;eTicket;2015-06-20;mobile.livenation.us
4152;Beyonce - the formation world tour;CONCERTS;4;eTicket;2016-05-09;iphone.ticketmaster.us
4153;Big Head Todd And The Monsters;CONCERTS;1;eTicket;2016-02-04;www.ticketmaster.com
4154;Zac Brown Band: Fast Lane Access;UPSELL;2;TicketFast;2011-10-16;NULL
4155;HOUSE OF BLUES PASS THE LINE;UPSELL;1;Mail;2012-03-03;NULL
4156;Cricket Pavilion Premier Parking: Maroon 5 and counting crows;PARKING;1;TicketFast;2008-09-10;NULL
4157;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;1;eTicket;2015-06-26;www.concerts.livenation.com
4158;Gorge Amphitheatre Camping: Jason Mraz;INVALID;1;Mail;2012-09-22;NULL
4159;Hozier;CONCERTS;2;eTicket;2015-10-02;www.concerts.livenation.com
4160;Def Leppard & journey: jones beach theater premier parking;PARKING;1;Mail;2006-06-24;NULL
4161;Parking: Aerosmith & motley crue;PARKING;1;TicketFast;2006-10-07;NULL
4162;Fast Lane/skip The Line Voucher;UPSELL;2;TicketFast;2011-10-28;NULL
4163;Darien Lake Pac Premier Parking - meat loaf;PARKING;1;Mail;2005-08-31;NULL
4164;Coheed And Cambria With Special Guest Glassjaw;CONCERTS;2;eTicket;2016-03-07;mobile.livenation.us
4165;Premier Parking - kelly clarkson;PARKING;1;TicketFast;2006-08-06;NULL
4166;Brandi Carlile;CONCERTS;2;eTicket;2015-05-27;mobile.ticketmaster.ca
4167;Vip Parking: Jimmy Buffet;PARKING;1;TicketFast;2011-08-25;NULL
4168;Oh, Hello With Nick Kroll And John Mulaney;ARTS;2;eTicket;2016-02-14;www.concerts.livenation.com
4169;Gexa Energy Pavilion Vip Parking: Journey;PARKING;1;Mail;2012-08-25;www.livenation.com
4170;Cricket Pavilion Phx. Premier Parking;PARKING;1;TicketFast;2007-04-28;NULL
4171;Verizon Wireless Music Center Indy Vip Parking: May Day 2010;PARKING;1;Mail;2010-05-29;NULL
4172;Alice Smith;CONCERTS;2;TicketFast;2016-06-10;www.concerts.livenation.com
4173;Sting & peter gabriel: rock paper scissors;CONCERTS;2;eTicket;2016-06-29;mobile.ticketmaster.ca
4174;LIGHTS;CONCERTS;2;eTicket;2016-05-03;mobile.ticketmaster.ca
4175;Dodge Theatre Adams Street Parking - tori amos;PARKING;1;Mail;2007-12-11;NULL
4176;Twenty one Pilots - em?ti?nal r?adsh?w;CONCERTS;2;TicketFast;2016-07-24;mobile.ticketmaster.us
4177;Jim Gaffigan: Fully Dressed;ARTS;2;TicketFast;2016-08-06;iphone.ticketmaster.us
4178;Welcome To Night Vale: W/ Musical Guests Danny Schmidt & carrie elkin;ARTS;2;eTicket;2016-04-13;www.ticketmaster.com
4179;Young Thug: The Hy!aun35 Tour;CONCERTS;2;eTicket;2015-09-20;www.concerts.livenation.com
4180;Premier Parking: Counting Crows And Maroon 5;PARKING;1;Mail;2008-08-22;NULL
4181;Ariana Grande;CONCERTS;2;eTicket;2015-10-07;mobile.ticketmaster.us
4182;Comcast Center Mansfield Vip Club Access: Vans Warped Tour;UPSELL;1;UPS;2010-07-13;NULL
4183;House Of Blues Dallas Vip Parking : ottman liebert & luna negra;PARKING;1;TicketFast;2010-07-27;NULL
4184;First Midwest Bank Amphitheatre: Fast Lane Access: Kid Rock;UPSELL;5;TicketFast;2013-08-30;www.concerts.livenation.com
4185;Fiddlers Green Vip Parking:toby Keith;PARKING;1;TicketFast;2009-08-21;NULL
4186;Parking : journey;PARKING;1;Mail;2008-09-06;NULL
4187;Cricket Pavilion Premier Parking: Ozzfest 2006;PARKING;1;TicketFast;2006-07-07;NULL
4188;Jimmy Buffett: Jones Beach Theater Premier Parking;PARKING;1;UPS;2006-07-01;NULL
4189;Monster Energy Outbreak Tour Presents: Issues;CONCERTS;3;TicketFast;2016-04-15;www.ticketmaster.com
4190;The Smashing Pumpkins - in plainsong;CONCERTS;4;eTicket;2016-04-08;iphone.ticketmaster.us
4191;Verizon Wireless Parking: Fishfest 2010;PARKING;1;TicketFast;2010-06-12;NULL
4192;Andrew Bird;CONCERTS;2;TicketFast;2016-05-16;www.concerts.livenation.com
4193;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-05-18;iphone.ticketmaster.us
4194;Fast Lane Access: Rockstar Energy Drink Mayhem Festival;UPSELL;1;BWC;2011-07-09;NULL
4195;Muse: Drones World Tour;CONCERTS;2;eTicket;2015-12-12;www.ticketmaster.com
4196;Premier Parking + vip club access: the black keys;PARKING;1;Mail;2013-07-11;www.concerts.livenation.com
4197;Chris Brown: One Hell Of A Nite Tour;CONCERTS;1;eTicket;2015-09-05;www.concerts.livenation.com
4198;Premier Parking: Cru Fest;PARKING;1;TicketFast;2008-07-05;NULL
4199;Super Premier Parking : projekt revolution;PARKING;1;TicketFast;2008-08-09;NULL
4200;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-05-25;www.ticketmaster.ca
4201;Jiffy Lube Live Premier Parking: Train;PARKING;1;Mail;2013-07-12;www.concerts.livenation.com
4202;Post-gazette Pavilion Roundtrip Bus Service: Jimmy Buffett;UPSELL;2;Mail;2008-07-22;NULL
4203;Muse: Drones World Tour;CONCERTS;2;eTicket;2015-12-13;www.ticketmaster.com
4204;Fast Lane - jimmy buffett;UPSELL;2;Mail;2011-05-24;NULL
4205;5 Seconds Of Summer: Rock Out With Your Socks Out Tour;CONCERTS;2;eTicket;2015-09-13;www.concerts.livenation.com
4206;Premier Parking - projekt revolution tour 2007;PARKING;1;TicketFast;2007-09-01;NULL
4207;Dodge Theatre Adams Street Parking- Hippiefest;PARKING;1;Mail;2007-08-18;NULL
4208;Fillmore Miami Beach At The Jackie Gleason Fast Lane: Lcd Soundsystem;UPSELL;1;TicketFast;2010-10-06;NULL
4209;Premier Parking - kenny chesney;PARKING;1;TicketFast;2007-08-11;NULL
4210;Tabernacle Parking: Muse;PARKING;1;TicketFast;2006-08-06;NULL
4211;Comcast Center Mansfield Premier Parking: Luke Bryan;PARKING;1;TicketFast;2013-06-02;www.concerts.livenation.com
4212;Verizon Wireless Amph. Charlotte Premier Parking;PARKING;1;Mail;2006-09-01;NULL
4213;Premier Parking : mayhem festival;PARKING;1;UPS;2008-07-23;NULL
4214;Premier Parking - motley crue;PARKING;1;TicketFast;2005-07-30;NULL
4215;Verizon Wireless Music Center Indy Vip Parking: Rascal Flatts;PARKING;1;TicketFast;2011-07-23;NULL
4216;Aerosmith-pnc Bank Arts Center Holmdel Premier Parking;PARKING;1;Mail;2006-09-14;NULL
4217;Adele;CONCERTS;4;eTicket;2016-10-28;www.ticketmaster.com
4218;Dodge Theatre Adams Street Parking - wiggles;PARKING;1;TicketFast;2006-04-29;NULL
4219;James Taylor: Nikon Jones Beach Theater Premier Parking;PARKING;1;Mail;2008-06-21;NULL
4220;Outcry Tour;CONCERTS;7;TicketFast;2016-04-08;www.ticketmaster.com
4221;Journal Pavilion Premier Parking: Brooks & dunn;PARKING;1;Mail;2005-10-06;NULL
4222;Luke Bryan: Kill The Lights Tour 2016;CONCERTS;4;eTicket;2016-06-10;www.concerts.livenation.com
4223;Kevin Hart: What Now Tour;ARTS;2;eTicket;2015-07-08;www.ticketmaster.com
4224;Meat Loaf;CONCERTS;3;TicketFast;2016-03-26;www.ticketmaster.com
4225;Rise Against;CONCERTS;2;Mail;2015-07-24;mobile.livenation.us
4226;Old National Centre Reserved Parking: Wicked;PARKING;1;TicketFast;2013-11-14;www.concerts.livenation.com
4227;Premier Parking: Stone Temple Pilots;PARKING;1;TicketFast;2008-08-22;NULL
4228;Classified;CONCERTS;2;TicketFast;2016-02-13;www.ticketmaster.ca
4229;Premier Parking: The Fresh Beat Band;PARKING;1;TicketFast;2013-12-07;www.concerts.livenation.com
4230;Premier Parking: Ozzfest 2006;PARKING;1;TicketFast;2006-07-18;NULL
4231;Premier Parking:live 105 bfd 2007;PARKING;1;Mail;2007-06-09;NULL
4232;Skip The Line: Steve Aoki & datsik;UPSELL;2;TicketFast;2012-02-02;NULL
4233;Premier Parking : mary j blige;PARKING;1;Mail;2006-07-14;NULL
4234;Kenny Chesney: Spread The Love Tour;CONCERTS;2;TicketFast;2016-05-05;www.concerts.livenation.com
4235;Premier Parking : brooks & dunn;PARKING;1;TicketFast;2007-10-12;NULL
4236;Premier Parking: John Mellencamp;PARKING;1;TicketFast;2005-07-05;NULL
4237;Vip Parking: Dave Matthews;PARKING;1;Mail;2007-08-25;NULL
4238;Bring Me the Horizon;CONCERTS;1;eTicket;2015-10-16;mobile.livenation.us
4239;Luke Bryan: Kill The Lights Tour 2016;CONCERTS;2;eTicket;2016-06-09;www.concerts.livenation.com
4240;Fast Lane Access;UPSELL;2;TicketFast;2013-09-01;www.concerts.livenation.com
4241;Premier Parking: Coastline Festival;PARKING;1;Mail;2013-11-09;www.concerts.livenation.com
4242;The Stone Roses;CONCERTS;6;TicketFast;2016-06-30;android.ticketmaster.us
4243;Premier Parking: Mary J Blige;PARKING;1;Mail;2006-08-26;NULL
4244;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-05-25;iphone.ticketmaster.ca
4245;HOUSE OF BLUES PASS THE LINE;UPSELL;2;Mail;2012-03-18;NULL
4246;The Supernaturalists Starring Criss Angel;ARTS;1;eTicket;2016-01-12;www.ticketmaster.com
4247;Zac Brown Band: Black Out The Sun Tour;CONCERTS;8;eTicket;2016-07-21;iphone.ticketmaster.us
4248;Fast Lane: Blackberry Smoke;UPSELL;4;TicketFast;2013-11-29;www.concerts.livenation.com
4249;Stevie Wonder: Jones Beach Theater Premier Parking;PARKING;1;Mail;2008-06-18;NULL
4250;HOUSE OF BLUES PASS THE LINE;UPSELL;1;Mail;2011-11-08;NULL
4251;Premier Parking : journey;PARKING;1;Mail;2008-09-13;NULL
4252;"Mayday Parade & the maine """"""""""""""""the american lines tour '16""""""""""""""""";CONCERTS;3;Mail;2016-03-13;mobile.livenation.us
4253;Luke Bryan - kick the dust up tour 2015;CONCERTS;2;TicketFast;2015-10-22;www.ticketmaster.com
4254;HOUSE OF BLUES PASS THE LINE;UPSELL;3;Mail;2013-03-03;www.concerts.livenation.com
4255;Premier Parking - rush;PARKING;5;UPS;2007-07-20;NULL
4256;Murat Centre Parking : high school musical;PARKING;1;Mail;2008-03-22;NULL
4257;Isleta Amphitheater VIP Parking;PARKING;1;Mail;2007-06-24;NULL
4258;Gorge Camping - the dead, allman brothers band, doobie bros-may 15-17;INVALID;1;TicketFast;2009-05-16;NULL
4259;Premier Parking : poison;PARKING;1;TicketFast;2007-08-02;NULL
4260;Luke Bryan: Kick The Dust Up Tour 2015;CONCERTS;3;Mail;2015-09-05;www.ticketmaster.com
4261;Premier Parking: John Fogerty/willie Nelson;PARKING;1;Mail;2006-08-15;NULL
4262;Brave New World;PARKING;1;TicketFast;2007-06-11;NULL
4263;Skip The Line: Blake Shelton;UPSELL;2;TicketFast;2013-09-06;www.concerts.livenation.com
4264;2 Day Gorge Camping For Warped Tour Aug 8-9;INVALID;1;TicketFast;2008-08-08;NULL
4265;Hollywood Casino Amphitheatre Chicago VIP Parking;PARKING;1;TicketFast;2007-06-08;NULL
4266;Tim Mcgraw Premier Parking;PARKING;1;Mail;2013-05-31;www.concerts.livenation.com
4267;My Morning Jacket;CONCERTS;2;Mail;2016-05-26;www.concerts.livenation.com
4268;Verizon Wireless Music Center Premier Parking : eric clapton;PARKING;1;TicketFast;2008-05-30;NULL
4269;Verizon Wireless Vip Parking: Kroq Weenie Roast 2011;PARKING;1;TicketFast;2011-06-04;NULL
4270;Old National Meal Deal: Kid Rock;UPSELL;1;BWC;2011-11-22;NULL
4271;Paul Simon;CONCERTS;4;eTicket;2016-05-29;www.ticketmaster.com
4272;Beyonce - the formation world tour;CONCERTS;2;eTicket;2016-05-14;www.ticketmaster.com
4273;Cheese Pizza Meal Deal;INVALID;2;Mail;2013-07-14;www.concerts.livenation.com
4274;Barenaked Ladies - last summer on earth 2015;CONCERTS;1;eTicket;2015-06-27;iphone.ticketmaster.us
4275;Dodge Theatre Adams Street Parking : bonnie raitt;PARKING;1;Mail;2006-02-16;NULL
4276;Premier Parking: Celtic Woman;PARKING;2;TicketFast;2008-03-22;NULL
4277;Def Leppard;CONCERTS;2;eTicket;2015-10-05;mobile.ticketmaster.us
4278;House Of Blues Vip Party Pass : uh huh her;UPSELL;2;Mail;2011-03-20;NULL
4279;Jim Gaffigan: Yeti In The City;ARTS;2;eTicket;2015-12-12;www.ticketmaster.com
4280;Hallmark Channel Presents Trans-siberian Orchestra 2015;CONCERTS;3;TicketFast;2015-12-04;www.ticketmaster.com
4281;Tabernacle Parking: Lifehouse;PARKING;1;TicketFast;2008-06-25;NULL
4282;Tabernacle Parking: Mgmt;PARKING;1;TicketFast;2010-11-02;NULL
4283;Cricket Wireless Vip Parking : toby keith;PARKING;1;TicketFast;2010-08-07;NULL
4284;Tabernacle Parking: B.b. King;PARKING;1;Mail;2008-11-24;NULL
4285;Premier Parking: Toby Keith;PARKING;1;Mail;2006-10-01;NULL
4286;Darius Rucker: Southern Style Tour 2015;CONCERTS;2;eTicket;2015-10-10;mobile.ticketmaster.us
4287;Incubus/deftones 2015 tour;CONCERTS;2;TicketFast;2015-08-17;www.ticketmaster.com
4288;Verizon Wireless Music Center Indy Vip Parking: Tom Petty;PARKING;1;TicketFast;2010-07-10;NULL
4289;Ed Sheeran;CONCERTS;2;eTicket;2015-09-16;www.concerts.livenation.com
4290;Journal Pavilion Premier Parking: Bonnie Raitt;PARKING;1;Mail;2006-09-21;NULL
4291;Old National Centre Priority Pass: Cody Simpson;UPSELL;1;TicketFast;2012-02-18;NULL
4292;Premier Parking : 2007 b.b. king blues festival;PARKING;1;TicketFast;2007-09-08;NULL
4293;Timeflies;CONCERTS;2;eTicket;2015-11-06;www.ticketmaster.com
4294;Gorge Amphitheatre Premier Parking - rock the bells - sept 6;PARKING;1;TicketFast;2008-09-06;NULL
4295;Premier Parking : kelly clarkson;PARKING;1;TicketFast;2006-07-16;NULL
4296;Dodge Theatre Parking;PARKING;1;Mail;2007-06-12;NULL
4297;Premier Parking: Godsmack & rob zombie;PARKING;1;UPS;2006-09-16;NULL
4298;Fiddlers Green Amph Parking (pitbull/ke$ha);PARKING;1;TicketFast;2013-06-11;www.concerts.livenation.com
4299;Tim Mcgraw W/ Luke Bryan & the band perry: the pavilion vip parking;PARKING;1;Mail;2011-08-04;NULL
4300;Brantley Gilbert;CONCERTS;2;eTicket;2015-09-23;www.concerts.livenation.com
4301;Aly & aj-pnc bank arts center holmdel premier parking;PARKING;1;Mail;2007-08-02;NULL
4302;Gorge Camping - dave matthews band - sept 3-7;INVALID;1;Mail;2009-09-04;NULL
4303;Live105 Presents: Incubus/deftones 2015 tour;CONCERTS;2;eTicket;2015-08-26;www.concerts.livenation.com
4304;Warner Building Pmi Garage - Premier Parking;PARKING;1;Mail;2013-07-21;www.concerts.livenation.com
4305;Dead & Company;CONCERTS;3;eTicket;2015-11-28;www.ticketmaster.com
4306;Slash Featuring Myles Kennedy & the conspirators: world on fire tour;CONCERTS;5;eTicket;2015-05-24;www.concerts.livenation.com
4307;Black Sabbath: The End;CONCERTS;1;eTicket;2016-08-17;www.concerts.livenation.com
4308;Three Days Grace;CONCERTS;2;TicketFast;2015-11-16;www.ticketmaster.ca
4309;Jiffy Lube Live Premier Parking: Uproar Festival;PARKING;1;Mail;2013-08-16;www.concerts.livenation.com
4310;The Lawn At White River State Park Premier Parking:the Avett Brothers;PARKING;1;TicketFast;2012-09-30;NULL
